Id,Code,Name,ProvinceId,Status,IsDeleted,CreatedAt,UpdatedAt
279,393,Huyện Vĩnh Lộc,26,1,False,2023-11-12 11:25:27.506679,
280,394,Huyện Yên Định,26,1,False,2023-11-12 11:25:27.506679,
281,395,Huyện Thọ Xuân,26,1,False,2023-11-12 11:25:27.506679,
282,396,Huyện Thường Xuân,26,1,False,2023-11-12 11:25:27.506679,
283,397,Huyện Triệu Sơn,26,1,False,2023-11-12 11:25:27.506679,
284,398,Huyện Thiệu Hóa,26,1,False,2023-11-12 11:25:27.506679,
285,399,Huyện Hoằng Hóa,26,1,False,2023-11-12 11:25:27.506679,
286,400,Huyện Hậu Lộc,26,1,False,2023-11-12 11:25:27.506679,
287,401,Huyện Nga Sơn,26,1,False,2023-11-12 11:25:27.506679,
288,402,Huyện Như Xuân,26,1,False,2023-11-12 11:25:27.506679,
289,403,Huyện Như Thanh,26,1,False,2023-11-12 11:25:27.506679,
290,404,Huyện Nông Cống,26,1,False,2023-11-12 11:25:27.506679,
291,405,Huyện Đông Sơn,26,1,False,2023-11-12 11:25:27.506679,
292,406,Huyện Quảng Xương,26,1,False,2023-11-12 11:25:27.506679,
293,407,Thị xã Nghi Sơn,26,1,False,2023-11-12 11:25:27.506679,
294,412,Thành phố Vinh,27,1,False,2023-11-12 11:25:27.506679,
295,413,Thị xã Cửa Lò,27,1,False,2023-11-12 11:25:27.506679,
296,414,Thị xã Thái Hoà,27,1,False,2023-11-12 11:25:27.506679,
297,415,Huyện Quế Phong,27,1,False,2023-11-12 11:25:27.506679,
298,416,Huyện Quỳ Châu,27,1,False,2023-11-12 11:25:27.506679,
299,417,Huyện Kỳ Sơn,27,1,False,2023-11-12 11:25:27.506679,
300,418,Huyện Tương Dương,27,1,False,2023-11-12 11:25:27.506679,
301,419,Huyện Nghĩa Đàn,27,1,False,2023-11-12 11:25:27.506679,
302,420,Huyện Quỳ Hợp,27,1,False,2023-11-12 11:25:27.506679,
303,421,Huyện Quỳnh Lưu,27,1,False,2023-11-12 11:25:27.506679,
304,422,Huyện Con Cuông,27,1,False,2023-11-12 11:25:27.506679,
305,423,Huyện Tân Kỳ,27,1,False,2023-11-12 11:25:27.506679,
306,424,Huyện Anh Sơn,27,1,False,2023-11-12 11:25:27.506679,
307,425,Huyện Diễn Châu,27,1,False,2023-11-12 11:25:27.506679,
308,426,Huyện Yên Thành,27,1,False,2023-11-12 11:25:27.506679,
309,427,Huyện Đô Lương,27,1,False,2023-11-12 11:25:27.506679,
310,428,Huyện Thanh Chương,27,1,False,2023-11-12 11:25:27.506679,
311,429,Huyện Nghi Lộc,27,1,False,2023-11-12 11:25:27.506679,
312,430,Huyện Nam Đàn,27,1,False,2023-11-12 11:25:27.506679,
313,431,Huyện Hưng Nguyên,27,1,False,2023-11-12 11:25:27.506679,
314,432,Thị xã Hoàng Mai,27,1,False,2023-11-12 11:25:27.506679,
315,436,Thành phố Hà Tĩnh,28,1,False,2023-11-12 11:25:27.506679,
316,437,Thị xã Hồng Lĩnh,28,1,False,2023-11-12 11:25:27.506679,
317,439,Huyện Hương Sơn,28,1,False,2023-11-12 11:25:27.506679,
318,440,Huyện Đức Thọ,28,1,False,2023-11-12 11:25:27.506679,
319,441,Huyện Vũ Quang,28,1,False,2023-11-12 11:25:27.506679,
320,442,Huyện Nghi Xuân,28,1,False,2023-11-12 11:25:27.506679,
321,443,Huyện Can Lộc,28,1,False,2023-11-12 11:25:27.506679,
322,444,Huyện Hương Khê,28,1,False,2023-11-12 11:25:27.506679,
323,445,Huyện Thạch Hà,28,1,False,2023-11-12 11:25:27.506679,
324,446,Huyện Cẩm Xuyên,28,1,False,2023-11-12 11:25:27.506679,
325,447,Huyện Kỳ Anh,28,1,False,2023-11-12 11:25:27.506679,
326,448,Huyện Lộc Hà,28,1,False,2023-11-12 11:25:27.506679,
327,449,Thị xã Kỳ Anh,28,1,False,2023-11-12 11:25:27.506679,
328,450,Thành Phố Đồng Hới,29,1,False,2023-11-12 11:25:27.506679,
329,452,Huyện Minh Hóa,29,1,False,2023-11-12 11:25:27.506679,
330,453,Huyện Tuyên Hóa,29,1,False,2023-11-12 11:25:27.506679,
331,454,Huyện Quảng Trạch,29,1,False,2023-11-12 11:25:27.506679,
332,455,Huyện Bố Trạch,29,1,False,2023-11-12 11:25:27.506679,
333,456,Huyện Quảng Ninh,29,1,False,2023-11-12 11:25:27.506679,
334,457,Huyện Lệ Thủy,29,1,False,2023-11-12 11:25:27.506679,
335,458,Thị xã Ba Đồn,29,1,False,2023-11-12 11:25:27.506679,
336,461,Thành phố Đông Hà,30,1,False,2023-11-12 11:25:27.506679,
337,462,Thị xã Quảng Trị,30,1,False,2023-11-12 11:25:27.506679,
338,464,Huyện Vĩnh Linh,30,1,False,2023-11-12 11:25:27.506679,
339,465,Huyện Hướng Hóa,30,1,False,2023-11-12 11:25:27.506679,
340,466,Huyện Gio Linh,30,1,False,2023-11-12 11:25:27.506679,
341,467,Huyện Đa Krông,30,1,False,2023-11-12 11:25:27.506679,
342,468,Huyện Cam Lộ,30,1,False,2023-11-12 11:25:27.506679,
343,469,Huyện Triệu Phong,30,1,False,2023-11-12 11:25:27.506679,
344,470,Huyện Hải Lăng,30,1,False,2023-11-12 11:25:27.506679,
345,471,Huyện Cồn Cỏ,30,1,False,2023-11-12 11:25:27.506679,
346,474,Thành phố Huế,31,1,False,2023-11-12 11:25:27.506679,
347,476,Huyện Phong Điền,31,1,False,2023-11-12 11:25:27.506679,
348,477,Huyện Quảng Điền,31,1,False,2023-11-12 11:25:27.506679,
349,478,Huyện Phú Vang,31,1,False,2023-11-12 11:25:27.506679,
350,479,Thị xã Hương Thủy,31,1,False,2023-11-12 11:25:27.506679,
351,480,Thị xã Hương Trà,31,1,False,2023-11-12 11:25:27.506679,
352,481,Huyện A Lưới,31,1,False,2023-11-12 11:25:27.506679,
